Name,RAJ2000,DEJ2000,Type1,Type2,mag1,Orb.Per,Distance,5%,95%
J0257+3337  , 02 57 37.7  , +33 37 51   ,NL,AM,18.47,0.062508,810.06,205.70,411.35
V436 Cen    , 11 14 00.1  , -37 40 49   ,DN,SU,16.32,0.062501,157.27,2.55,2.63
SY Cap      , 20 29 47.5  , -15 54 38   ,DN,SU,18.10,0.062500,393.42,42.80,56.32
V2051 Oph   , 17 08 19.1  , -25 48 31   ,DN,SU,15.37,0.062428,112.34,1.37,1.44
DP Leo      , 11 17 16.0  , +17 57 41   ,NL,AM,18.63,0.062363,315.49,43.53,62.36
J1325+2100  , 13 25 36.1  , +21 00 37   ,DN,  ,19.75,0.062238,2543.10,1526.74,4274.10
V1159 Ori   , 05 28 59.5  , -03 33 53   ,DN,SU,13.99,0.062178,351.26,8.09,9.05
V402 And    , 00 11 07.3  , +30 32 36   ,DN,SU,20.13,0.062100,2262.87,1623.01,4550.96
V1141 Aql   , 19 37 09.8  , +02 36 01   ,DN,SU,19.18,0.062020,677.88,312.46,2786.79
V611 Her    , 16 44 49.4  , +19 59 40   ,DN,SU,19.85,0.062000,2030.88,1226.06,4082.64
J0301+4011  , 03 01 28.8  , +40 11 05   ,DN,SU, nan,0.062000,nan,nan,nan
J0754+3132  , 07 54 14.5  , +31 32 16   ,DN,SU,19.78,0.062000,2570.61,1800.19,4606.94
J1107-6108  , 11 07 20.6  , -61 08 33   ,DN,SU,15.52,0.062000,3172.10,471.17,630.94
J1202-4541  , 12 02 51.6  , -45 41 16   ,DN,SU,18.99,0.062000,468.98,73.89,113.27
J1239-4716  , 12 39 56.2  , -47 16 24   ,DN,SU,19.47,0.062000,458.72,113.39,208.48
J1917-5657  , 19 17 56.8  , -56 57 58   ,DN,SU, nan,0.062000,nan,nan,nan
J2032+0305  , 20 32 37.5  , +03 05 25   ,DN,SU, nan,0.062000,nan,nan,nan
J2120+1941  , 21 20 25.2  , +19 41 57   ,DN,SU, nan,0.062000,nan,nan,nan
CP Tuc      , 23 15 19.1  , -59 10 28   ,NL,AM,19.15,0.061832,218.01,17.57,21.68
J1832-1001  , 18 32 51.6  , -10 01 05   ,NL,AM,20.34,0.061800,3358.27,2346.40,4771.01
DT Pyx      , 09 18 58.5  , -29 42 37   ,DN,SU,19.01,0.061650,361.47,54.59,74.04
J1514+0744  , 15 14 15.7  , +07 44 47   ,NL,AM,18.58,0.061610,182.90,12.19,13.31
J1050-1404  , 10 50 11.0  , -14 04 37   ,DN,WZ, nan,0.061500,nan,nan,nan
V4140 Sgr   , 19 58 49.7  , -38 56 12   ,DN,SU,17.72,0.061430,623.51,93.07,122.10
V379 Vir    , 12 12 09.3  , +01 36 28   ,NL,AM,18.01,0.061412,149.86,5.92,6.72
J1025-1542  , 10 25 22.0  , -15 42 24   ,DN,SU,19.36,0.061360,276.10,52.93,95.70
CP Pup      , 08 11 46.0  , -35 21 06   ,Na,SH,15.06,0.061264,813.44,21.80,23.95
J0332+0204  , 03 32 31.9  , +02 04 39   ,DN,SU,20.04,0.061210,-3.39,0.02,0.01
XZ Eri      , 04 11 25.8  , -15 23 24   ,DN,SU,19.25,0.061159,348.00,51.18,73.93
J1537-2440  , 15 37 56.9  , -24 40 14   ,DN,SU, nan,0.061010,nan,nan,nan
J0141+0908  , 01 41 50.4  , +09 08 22   ,DN,SU,20.05,0.061000,3171.50,2255.45,4862.54
J0157+5110  , 01 57 46.1  , +51 10 24   ,DN,SU,20.12,0.061000,3342.73,2408.54,4841.38
J0243-1603  , 02 43 54.1  , -16 03 14   ,DN,SU,20.34,0.061000,698.81,369.80,3530.85
J0439+4242  , 04 39 15.5  , +42 42 33   ,DN,SU, nan,0.061000,nan,nan,nan
J0449+3605  , 04 49 32.3  , +36 05 14   ,DN,SU, nan,0.061000,nan,nan,nan
J0506-1659  , 05 06 59.2  , -16 59 32   ,DN,SU,18.66,0.061000,599.54,115.41,181.28
J0559-5125  , 05 59 24.1  , -51 25 22   ,DN,SU, nan,0.061000,nan,nan,nan
J0643+7410  , 06 43 35.1  , +74 10 15   ,DN,SU,20.73,0.061000,3496.15,2411.35,4822.17
J0907-1042  , 09 07 05.4  , -10 42 45   ,DN,SU, nan,0.061000,nan,nan,nan
J1015+0333  , 10 15 45.5  , +03 33 13   ,DN,SU,17.78,0.061000,2062.24,780.63,2104.83
J1038-3654  , 10 38 59.9  , -36 54 42   ,DN,SU, nan,0.061000,nan,nan,nan
J1623+6500  , 16 23 14.4  , +65 00 38   ,DN,SU, nan,0.061000,nan,nan,nan
J1822+3249  , 18 22 01.9  , +32 49 08   ,DN,SU, nan,0.061000,nan,nan,nan
J2009-6326  , 20 09 24.1  , -63 26 23   ,DN,SU,20.42,0.061000,2670.52,2096.69,4732.35
J2031+5119  , 20 31 55.1  , +51 19 39   ,DN,SU,19.18,0.061000,2484.70,1504.87,4290.12
AQ Eri      , 05 06 13.0  , -04 08 07   ,DN,SU,17.21,0.060940,379.58,25.96,29.57
UZ Boo      , 14 44 01.3  , +22 00 56   ,DN,SU,19.99,0.060900,316.11,82.85,179.71
J1751-2936  , 17 51 19.4  , -29 36 59   ,NL,AM,17.46,0.060900,5821.45,2397.62,4798.61
J2037+5522  , 20 37 49.3  , +55 22 10   ,DN,SU, nan,0.060620,nan,nan,nan
V1028 Cyg   , 20 00 56.6  , +56 56 37   ,DN,SU,18.89,0.060600,622.38,115.23,185.94
J1853-0128  , 18 53 30.7  , -01 28 16   ,NL,IP,17.47,0.060600,221.51,18.38,21.85
J2048-0610  , 20 48 17.9  , -06 10 45   ,DN,SU,19.78,0.060597,837.18,348.29,1939.34
FL Cet      , 01 55 43.4  , +00 28 07   ,NL,AM,17.99,0.060516,322.71,22.53,23.74
IW Eri      , 04 25 55.2  , -19 45 30   ,NL,AM,19.86,0.060500,353.15,79.20,134.34
Lanning 420 , 22 02 43.1  , +59 03 21   ,DN,SU,19.36,0.060500,3745.69,2225.66,5139.93
KX Aql      , 19 33 53.7  , +14 17 47   ,DN,SU,18.85,0.060350,3989.64,2027.61,4562.57
J0813-0103  , 08 13 18.5  , -01 03 28   ,DN,SU,16.18,0.060306,177.95,4.85,4.82
RX Vol      , 08 39 32.3  , -66 17 39   ,DN,SU,20.09,0.060300,3240.72,2006.08,4979.24
V1040 Cen   , 11 55 27.1  , -56 41 53   ,DN,SU, nan,0.060296,nan,nan,nan
VX For      , 03 26 45.7  , -34 26 25   ,DN,SU,20.53,0.060200,2750.37,1983.71,4644.52
MM Sco      , 17 30 45.3  , -42 11 41   ,DN,SU,18.50,0.060200,523.62,94.38,142.57
V496 Aur    , 07 27 52.3  , +40 46 54   ,DN,SU, nan,0.060000,nan,nan,nan
KK Cnc      , 08 07 14.3  , +11 38 13   ,DN,SU,20.86,0.060000,3315.13,2460.20,4986.53
CI UMa      , 10 18 13.0  , +71 55 43   ,DN,SU, nan,0.060000,nan,nan,nan
J0019+4649  , 00 19 52.3  , +46 49 33   ,DN,SU, nan,0.060000,nan,nan,nan
J0139+3538  , 01 39 35.6  , +35 38 41   ,DN,SU, nan,0.060000,nan,nan,nan
J0640+4421  , 06 40 21.1  , +44 21 28   ,DN,SU, nan,0.060000,nan,nan,nan
J0646+4033  , 06 46 08.2  , +40 33 05   ,DN,SU, nan,0.060000,nan,nan,nan
J0911-7756  , 09 11 51.8  , -77 56 34   ,DN,SU,20.58,0.060000,3131.98,2113.63,5115.30
J1036-6337  , 10 36 19.8  , -63 37 33   ,DN,SU,17.86,0.060000,2683.96,913.27,2132.94
J1051+6725  , 10 51 22.9  , +67 25 29   ,DN,SU,18.65,0.060000,1173.92,326.88,736.87
J1405-1902  , 14 05 22.9  , -19 02 09   ,DN,SU, nan,0.060000,nan,nan,nan
J1649+1402  , 16 49 25.4  , +14 02 44   ,DN,SU,20.85,0.060000,-1.09,0.01,0.01
J1720+1838  , 17 20 38.7  , +18 38 02   ,DN,SU,20.09,0.060000,3445.89,2268.63,4620.90
J1734+4342  , 17 34 32.5  , +43 42 19   ,DN,SU, nan,0.060000,nan,nan,nan
J1953+1859  , 19 53 27.2  , +18 59 13   ,DN,SU,19.57,0.060000,830.58,305.73,1266.49
J2210+3046  , 22 10 25.2  , +30 46 06   ,DN,SU,20.39,0.060000,257.50,65.96,139.41
J2247-3622  , 22 47 39.7  , -36 22 53   ,DN,SU,19.65,0.060000,353.15,88.27,174.36
J1250+1549  , 12 50 44.4  , +15 49 58   ,NL,AM,18.22,0.059950,128.75,4.79,5.05
J1743+5203  , 17 43 48.6  , +52 03 46   ,DN,SU,19.00,0.059910,295.33,27.06,32.78
V521 Peg    , 22 21 44.8  , +18 40 08   ,DN,SU,17.04,0.059900,191.51,5.10,5.21
J1703+0908  , 17 03 43.6  , +09 08 35   ,DN,SU, nan,0.059800,nan,nan,nan
DW Cnc      , 07 58 53.1  , +16 16 45   ,NL,IP,15.52,0.059793,208.90,4.00,4.00
J0826-0007  , 08 26 54.7  , -00 07 33   ,DN,SU,19.62,0.059760,988.44,573.16,3952.46
J2112+2421  , 21 12 58.7  , +24 21 46   ,DN,SU,20.09,0.059732,424.73,149.57,980.69
J0904+0355  , 09 04 03.5  , +03 55 01   ,DN,  ,19.32,0.059723,313.08,84.96,230.11
HT Cam      , 07 57 01.3  , +63 06 01   ,NL,IP,16.70,0.059712,371.44,12.97,15.32
DY CMi      , 07 47 27.6  , +06 50 50   ,DN,SU,19.50,0.059700,326.15,62.05,105.42
J0425-5714  , 04 25 38.7  , -57 14 37   ,NL,AM,17.04,0.059598,566.60,36.03,44.71
FS Aur      , 05 47 48.3  , +28 35 11   ,DN,SU,15.70,0.059581,550.19,32.89,36.75
J1404-1027  , 14 04 54.0  , -10 27 02   ,DN,SU,19.48,0.059579,1693.09,1049.78,4365.33
J1714-2943  , 17 14 42.6  , -29 43 45   ,DN,SU,17.16,0.059560,177.98,7.32,7.92
EL UMa      , 10 55 07.0  , +36 59 46   ,DN,SU,20.46,0.059400,2910.99,2178.93,4739.55
V498 Hya    , 08 45 55.1  , +03 39 30   ,DN,SU,20.83,0.059400,3211.03,2670.93,5000.16
J1751-2937  , 17 51 23.5  , -29 37 55   ,NL,AM, nan,0.059390,nan,nan,nan
GQ Mus      , 11 52 02.5  , -67 12 20   ,Na,AM,19.02,0.059365,3110.48,1518.09,4112.73
EN Cet      , 00 27 28.0  , -01 08 28   ,DN,  , nan,0.059330,nan,nan,nan
V591 Cen    , 12 42 18.0  , -33 34 07   ,DN,SU,16.22,0.059300,1801.58,495.32,1058.96
V585 Lyr    , 19 13 58.4  , +40 44 09   ,DN,SU,20.20,0.059300,-1.28,0.02,0.02
J1044+2113  , 10 44 11.4  , +21 13 07   ,DN,SU, nan,0.059200,nan,nan,nan
RW UMi      , 16 47 54.8  , +77 02 12   ,Nb,  ,19.09,0.059100,2908.18,1313.47,3367.46
J0903+3300  , 09 03 50.7  , +33 00 36   ,DN,SU,19.06,0.059074,437.45,92.74,172.37
EZ Lyn      , 08 04 34.2  , +51 03 49   ,DN,SU,17.81,0.059005,146.07,5.47,5.37
J0557-3630  , 05 57 21.8  , -36 30 56   ,DN,SU, nan,0.059000,nan,nan,nan
J1202+4503  , 12 02 31.0  , +45 03 49   ,DN,SU,19.67,0.059000,629.96,172.71,447.63
J1324-1951  , 13 24 39.9  , -19 51 29   ,DN,SU, nan,0.059000,nan,nan,nan
J1340-3505  , 13 40 15.0  , -35 05 12   ,DN,  ,18.46,0.059000,689.03,136.76,228.76
J1853+5945  , 18 53 09.6  , +59 45 07   ,DN,SU,18.49,0.059000,676.19,100.59,141.71
J2003-3928  , 20 03 59.6  , -39 28 31   ,DN,SU,19.70,0.059000,482.43,139.01,345.50
J2052-0239  , 20 52 52.7  , -02 39 53   ,DN,SU,18.32,0.059000,273.68,25.57,30.48
NZ Boo      , 15 02 41.0  , +33 34 24   ,DN,SU,17.34,0.058910,186.93,4.65,5.25
V498 Vul    , 19 59 51.3  , +22 42 32   ,DN,SU,19.38,0.058900,2807.96,1585.51,4244.32
J0755+1435  , 07 55 07.7  , +14 35 48   ,  ,  ,18.64,0.058860,263.27,26.29,31.83
DV Dra      , 18 17 23.1  , +50 48 18   ,DN,SU, nan,0.058830,nan,nan,nan
QZ Vir      , 11 38 27.0  , +03 22 08   ,DN,SU,16.06,0.058820,128.02,1.91,1.92
FL TrA      , 16 30 36.6  , -61 50 21   ,DN,SU,20.41,0.058800,3279.01,2154.82,4877.78
EG Cnc      , 08 43 04.0  , +27 51 50   ,DN,SU,18.81,0.058770,186.62,15.99,19.63
V1025 Cen   , 12 38 16.5  , -38 42 46   ,NL,IP,17.12,0.058760,193.20,7.21,8.10
KV Dra      , 14 50 38.3  , +64 03 28   ,DN,SU,17.25,0.058760,450.46,18.43,19.59
OV Dra      , 12 50 23.9  , +66 55 25   ,DN,SU,18.59,0.058736,477.05,51.68,70.24
J2003-2849  , 20 03 31.3  , -28 49 41   ,DN,  ,19.56,0.058680,357.84,81.03,156.67
J2109+1348  , 21 09 50.4  , +13 48 40   ,DN,SU,18.42,0.058650,219.82,21.90,26.26
J1729+0054  , 17 29 29.5  , +00 54 04   ,DN,SU,20.50,0.058600,3405.02,2295.70,4633.86
CC Scl      , 23 15 31.9  , -30 48 46   ,DN,SU,16.88,0.058567,204.87,10.20,10.59
J0137+2203  , 01 37 41.1  , +22 03 12   ,DN,SU, nan,0.058540,nan,nan,nan
J0752+5305  , 07 52 55.0  , +53 05 31   ,DN,SU, nan,0.058510,nan,nan,nan
J0921+2038  , 09 21 22.8  , +20 38 57   ,NL,AM, nan,0.058501,nan,nan,nan
BM CrB      , 15 41 04.7  , +36 02 53   ,NL,AM,18.00,0.058500,421.20,24.84,29.07
J1112-3538  , 11 12 17.4  , -35 38 29   ,DN,SU,20.23,0.058470,1891.26,1292.23,4651.75
RZ LMi      , 09 51 49.0  , +34 07 25   ,DN,SU,15.22,0.058400,738.85,69.31,86.86
J1735+1547  , 17 35 16.9  , +15 47 08   ,DN,SU,17.49,0.058300,1119.13,172.61,245.09
J2230-1458  , 22 30 03.0  , -14 58 35   ,DN,SU, nan,0.058300,nan,nan,nan
J2154+2641  , 21 54 57.7  , +26 41 13   ,DN,SU,18.19,0.058290,264.98,20.92,23.92
WX Cet      , 01 17 04.2  , -17 56 23   ,DN,SU,18.14,0.058261,265.03,16.98,20.02
J1706+1434  , 17 06 09.7  , +14 34 52   ,DN,SU,18.12,0.058200,452.11,55.48,76.81
V386 Ser    , 16 10 33.7  , -01 02 22   ,DN,ZZ,19.04,0.058100,248.00,32.76,44.62
J1955+0045  , 19 55 12.5  , +00 45 37   ,NL,AM,15.97,0.058051,171.02,4.14,4.09
FZ Cet      , 01 42 25.3  , -22 15 58   ,DN,SU,18.24,0.058000,351.02,31.71,38.17
IL Leo      , 10 31 00.6  , +20 28 32   ,NL,AM,18.84,0.058000,1878.35,1070.34,3866.06
V1186 Sco   , 17 12 51.3  , -30 56 38   ,Na,  , nan,0.058000,nan,nan,nan
J0732+0641  , 07 32 08.1  , +06 41 50   ,DN,SU, nan,0.058000,nan,nan,nan
J1723+3304  , 17 23 26.0  , +33 04 14   ,DN,SU, nan,0.058000,nan,nan,nan
J2036-1311  , 20 36 44.2  , -13 11 56   ,DN,SU,20.14,0.058000,2424.07,1658.41,4706.53
J0627+3952  , 06 27 03.8  , +39 52 49   ,DN,SU,20.10,0.057870,2651.20,1953.27,4742.99
J2100-0242  , 21 00 16.0  , -02 42 58   ,DN,SU, nan,0.057870,nan,nan,nan
V598 Peg    , 23 33 25.9  , +15 22 22   ,NL,IP,18.82,0.057720,950.46,322.09,996.09
MM Hya      , 09 14 14.0  , -06 47 45   ,DN,SU,18.70,0.057590,371.74,46.29,61.49
J1759+2520  , 17 59 24.1  , +25 20 32   ,DN,SU,20.58,0.057534,2929.24,2265.16,4987.93
J2205+1155  , 22 05 54.0  , +11 55 54   ,DN,SU,20.14,0.057520,2880.62,2009.31,4705.30
J0234-0454  , 02 34 27.7  , -04 54 31   ,DN,SU,14.96,0.057506,81.04,0.43,0.40
J2224-2924  , 22 24 16.3  , -29 24 22   ,DN,SU,20.00,0.057400,2692.34,2080.67,4775.49
V355 UMa    , 13 39 41.1  , +48 47 27   ,DN,SU,17.38,0.057310,150.26,3.04,3.39
DO Vul      , 19 52 10.7  , +19 34 43   ,DN,SU,20.85,0.057300,3706.62,2573.47,5091.00
J2338-2049  , 23 38 22.5  , -20 49 52   ,DN,SU,20.55,0.057255,3729.32,2534.49,5161.97
J0043-0037  , 00 43 35.1  , -00 37 30   ,DN,ZZ,19.88,0.057170,407.81,121.83,307.11
J0120+3255  , 01 20 59.6  , +32 55 45   ,DN,SU,19.85,0.057145,426.04,119.71,286.63
HV Vir      , 13 21 03.2  , +01 53 29   ,DN,SU,19.14,0.057069,374.37,79.77,131.42
J1915+0719  , 19 15 02.1  , +07 19 48   ,DN,SU,17.87,0.057060,202.75,10.99,12.28
J1035+0551  , 10 35 33.0  , +05 51 58   ,DN,BD,18.82,0.057007,212.94,22.18,26.42
J0636-3114  , 06 36 17.4  , -31 14 43   ,DN,SU,19.89,0.057000,916.45,389.25,2174.16
J0738-8250  , 07 38 19.4  , -82 50 40   ,DN,SU,19.57,0.057000,507.78,126.09,252.28
J0751+3006  , 07 51 07.5  , +30 06 28   ,DN,SU,19.73,0.057000,3208.48,2068.31,4633.91
J0811+1520  , 08 11 17.1  , +15 20 03   ,DN,SU, nan,0.057000,nan,nan,nan
J0811+6600  , 08 11 10.4  , +66 00 10   ,DN,SU, nan,0.057000,nan,nan,nan
J0948+0149  , 09 48 54.0  , +01 49 11   ,DN,SU, nan,0.057000,nan,nan,nan
J1058+0547  , 10 58 35.1  , +05 47 06   ,DN,SU,20.23,0.057000,2017.17,1431.80,4434.95
J1304+0103  , 13 04 41.8  , +01 03 31   ,DN,SU,20.62,0.057000,2977.31,2231.51,4727.35
J1616+1151  , 16 16 18.7  , +11 51 05   ,DN,SU,20.75,0.057000,-1.09,0.01,0.02
J2037-3012  , 20 37 06.8  , -30 12 22   ,DN,SU, nan,0.057000,nan,nan,nan
J2155+2741  , 21 55 12.7  , +27 41 19   ,DN,SU,20.42,0.057000,3386.97,2149.35,4895.28
J1610+0907  , 16 10 27.6  , +09 07 38   ,DN,SU,19.84,0.056900,459.62,134.81,357.32
J1501+5501  , 15 01 37.2  , +55 01 23   ,DN,SU,19.26,0.056841,354.86,52.37,70.15
J1819+3613  , 18 19 53.8  , +36 13 56   ,DN,SU, nan,0.056840,nan,nan,nan
SW UMa      , 08 36 42.8  , +53 28 38   ,DN,SU,16.58,0.056815,162.77,3.37,3.52
V1108 Her   , 18 39 26.2  , +26 04 10   ,DN,SU,17.49,0.056720,152.69,5.46,5.56
GR Ori      , 05 21 35.0  , +01 10 10   ,DN,SU, nan,0.056700,nan,nan,nan
J1605+2030  , 16 05 01.4  , +20 30 57   ,DN,SU,19.82,0.056700,379.27,104.34,260.50
J2313+16    , 23 13 00.0  , +16 00 00   ,NL,IP, nan,0.056700,nan,nan,nan
PU CMa      , 06 40 47.7  , -24 23 14   ,DN,SU,15.25,0.056694,163.09,1.39,1.37
WZ Sge      , 20 07 36.4  , +17 42 15   ,SU,WZ,15.21,0.056688,45.13,0.13,0.14
AL Com      , 12 32 25.9  , +14 20 43   ,DN,SU,19.69,0.056669,1660.89,1106.48,4437.05
GY Cet      , 01 31 32.4  , -09 01 22   ,DN,ZZ,18.56,0.056630,308.31,35.07,46.76
J1532-2833  , 15 32 00.4  , -28 33 57   ,DN,SU,19.73,0.056630,1596.38,1146.29,4361.38
J1751-2942  , 17 51 47.4  , -29 42 15   ,NL,AM, nan,0.056600,nan,nan,nan
FL Psc      , 00 25 11.1  , +12 17 12   ,DN,SU,17.53,0.056540,153.89,4.98,5.33
J0902+0525  , 09 02 39.7  , +05 25 01   ,DN,SU, nan,0.056520,nan,nan,nan
LV Cnc      , 09 19 45.1  , +08 57 10   ,DN,ZZ,18.34,0.056500,192.23,13.72,15.97
V1454 Cyg   , 19 53 38.5  , +35 21 46   ,DN,SU,20.75,0.056500,114.10,29.35,61.72
V466 And    , 02 00 25.4  , +44 10 19   ,DN,SU,20.10,0.056350,3124.41,2246.64,5121.05
V455 And    , 23 34 01.6  , +39 21 43   ,DN,SU, nan,0.056309,nan,nan,nan
EF Eri      , 03 14 13.0  , -22 35 41   ,NL,AM, nan,0.056266,nan,nan,nan
V391 Cam    , 05 32 33.9  , +62 47 52   ,DN,SU,15.53,0.056200,164.36,1.91,2.04
J0309+2638  , 03 09 29.8  , +26 38 04   ,DN,SU,18.65,0.056200,249.77,25.92,31.07
J0057+4431  , 00 57 41.0  , +44 31 02   ,DN,SU, nan,0.056190,nan,nan,nan
PQ And      , 02 29 29.5  , +40 02 39   ,DN,SU,19.06,0.056000,267.02,45.97,72.52
PT And      , 00 40 24.4  , +41 04 03   ,DN,SU, nan,0.056000,nan,nan,nan
GS Cet      , 00 50 50.9  , +00 09 13   ,DN,  , nan,0.056000,nan,nan,nan
VV Equ      , 21 16 05.4  , +11 34 08   ,DN,  , nan,0.056000,nan,nan,nan
CI Gru      , 21 33 06.8  , -42 28 52   ,DN,SU,19.23,0.056000,-70.99,0.01,0.01
J0132-1043  , 01 32 02.7  , -10 43 57   ,DN,SU,20.53,0.056000,3146.71,2284.19,4913.95
J0206+2057  , 02 06 33.4  , +20 57 08   ,DN,SU,18.25,0.056000,516.49,83.42,125.70
J0558+3915  , 05 58 45.5  , +39 15 33   ,DN,SU,18.75,0.056000,592.46,116.63,191.63
J0611+4041  , 06 11 28.0  , +40 41 09   ,DN,SU, nan,0.056000,nan,nan,nan
J0619+1926  , 06 19 59.9  , +19 26 59   ,DN,SU, nan,0.056000,nan,nan,nan
J1105-4257  , 11 05 49.4  , -42 57 30   ,DN,SU, nan,0.056000,nan,nan,nan
J2051-0358  , 20 51 46.2  , -03 58 27   ,DN,SU,20.23,0.056000,3714.61,2524.44,4961.96
J2247+2504  , 22 47 36.4  , +25 04 36   ,DN,SU, nan,0.056000,nan,nan,nan
J2351-3027  , 23 51 23.9  , -30 27 25   ,DN,SU, nan,0.056000,nan,nan,nan
HV And      , 00 40 55.3  , +43 24 59   ,NL,SH,15.78,0.055990,1647.42,313.87,521.37
V406 Vir    , 12 38 13.7  , -03 39 33   ,DN,SU,17.72,0.055900,169.50,7.15,7.67
J0947+0610  , 09 47 59.8  , +06 10 44   ,DN,SU, nan,0.055880,nan,nan,nan
FI Cet      , 01 51 18.6  , -02 23 01   ,DN,SU, nan,0.055870,nan,nan,nan
V1247 Her   , 17 11 45.1  , +30 13 20   ,  ,  ,20.21,0.055800,408.93,109.92,270.55
V592 Her    , 16 30 56.5  , +21 16 58   ,DN,SU, nan,0.055700,nan,nan,nan
SS LMi      , 10 34 05.9  , +31 08 00   ,DN,SU, nan,0.055700,nan,nan,nan
J1212+0416  , 12 12 40.4  , +04 16 56   ,DN,SU,19.67,0.055700,1188.78,710.77,3941.66
FH UMa      , 10 47 09.9  , +63 35 14   ,NL,AM, nan,0.055600,nan,nan,nan
J0154-5947  , 01 54 01.0  , -59 47 49   ,NL,AM,15.84,0.055600,323.42,5.44,5.64
J0613+3957  , 06 13 35.3  , +39 57 15   ,DN,SU, nan,0.055600,nan,nan,nan
V500 And    , 00 42 26.5  , +42 15 37   ,DN,SU, nan,0.055500,nan,nan,nan
IK Leo      , 10 21 46.4  , +23 49 26   ,DN,SU,20.41,0.055500,2605.52,2099.34,5115.87
GG Leo      , 10 15 34.7  , +09 04 42   ,NL,AM,18.22,0.055471,265.98,19.46,22.24
J1731+2754  , 17 31 25.4  , +27 54 29   ,DN,SU, nan,0.055410,nan,nan,nan
V2176 Cyg   , 19 27 11.6  , +54 17 52   ,DN,SU,20.38,0.055400,2911.06,1982.27,4762.25
J0606-6039  , 06 06 02.6  , -60 39 03   ,DN,SU, nan,0.055400,nan,nan,nan
GZ Cet      , 01 37 01.1  , -09 12 35   ,DN,SU,18.37,0.055351,284.34,28.70,33.65
J0011+0451  , 00 11 33.7  , +04 51 23   ,DN,SU,20.69,0.055348,3097.38,2401.69,4871.71
EV UMa      , 13 07 53.9  , +53 51 30   ,NL,AM,18.58,0.055338,676.99,78.53,96.91
EQ Lyn      , 07 45 31.9  , +45 38 30   ,DN,SU,18.97,0.055200,407.35,84.61,147.29
LL And      , 00 41 51.5  , +26 37 21   ,DN,SU,20.14,0.055055,2270.94,1538.70,4346.20
SV Ari      , 03 25 03.4  , +19 49 53   ,N?,DN, nan,0.055000,nan,nan,nan
J0019+4339  , 00 19 52.2  , +43 39 01   ,DN,SU, nan,0.055000,nan,nan,nan
J0447-3656  , 04 47 23.3  , -36 56 02   ,DN,SU, nan,0.055000,nan,nan,nan
J0514+6711  , 05 14 15.6  , +67 11 20   ,DN,SU, nan,0.055000,nan,nan,nan
J0656+7444  , 06 56 08.3  , +74 44 55   ,DN,SU, nan,0.055000,nan,nan,nan
J0858-2740  , 08 58 54.2  , -27 40 31   ,DN,SU,19.09,0.055000,552.03,132.82,287.52
J1100-1156  , 11 00 38.1  , -11 56 47   ,DN,SU, nan,0.055000,nan,nan,nan
J1800+5256  , 18 00 05.9  , +52 56 33   ,DN,SU,20.92,0.055000,-6.55,0.02,0.02
J1845+4831  , 18 45 42.6  , +48 31 31   ,NL,AM,20.75,0.054908,3719.63,2487.40,4966.22
V358 Lyr    , 18 59 33.0  , +42 24 12   ,DN,SU, nan,0.054900,nan,nan,nan
HO Cet      , 02 33 21.4  , -10 47 04   ,DN,SU, nan,0.054900,nan,nan,nan
V572 And    , 02 22 16.4  , +41 23 00   ,DN,SU, nan,0.054870,nan,nan,nan
J1751-2938  , 17 51 18.8  , -29 38 11   ,NL,AM,16.52,0.054730,2405.17,579.59,1091.22
V844 Her    , 16 25 01.7  , +39 09 27   ,DN,SU,17.49,0.054643,293.88,13.03,14.45
J2305-0225  , 23 05 23.3  , -02 25 49   ,DN,SU,19.05,0.054580,400.34,92.96,192.44
DI UMa      , 09 12 16.2  , +50 53 55   ,DN,SU,17.75,0.054570,693.41,57.37,66.15
J2138+2619  , 21 38 06.6  , +26 19 57   ,DN,SU,15.01,0.054400,1519.12,129.42,153.01
BW Scl      , 23 53 00.7  , -38 51 46   ,DN,SU,16.26,0.054323,94.40,1.37,1.48
J1853+4203  , 18 53 28.8  , +42 03 44   ,DN,SU,18.70,0.054300,288.46,22.85,28.00
J1433+1011  , 14 33 17.8  , +10 11 23   ,DN,  ,18.59,0.054241,226.52,15.69,19.91
J1126+0846  , 11 26 19.4  , +08 46 51   ,DN,SU, nan,0.054230,nan,nan,nan
PR Her      , 18 08 04.4  , +38 46 17   ,DN,SU,20.44,0.054200,1532.52,991.03,4657.94
V4738 Sgr   , 20 22 37.5  , -39 54 13   ,NL,AM,20.04,0.054179,492.90,205.03,2251.66
J1457+5148  , 14 57 58.2  , +51 48 08   ,DN,ZZ,19.82,0.054087,670.54,180.39,368.99
CV Hyi      , 01 32 42.0  , -65 54 32   ,NL,AM,20.19,0.054049,2556.64,1809.08,4583.11
J0221+7322  , 02 21 02.8  , +73 22 45   ,DN,SU,19.90,0.054000,382.31,82.08,154.88
J0413+0945  , 04 13 50.0  , +09 45 15   ,DN,SU, nan,0.054000,nan,nan,nan
J0500-3207  , 05 00 30.0  , -32 07 36   ,DN,SU, nan,0.054000,nan,nan,nan
J1435+2336  , 14 35 44.0  , +23 36 39   ,DN,  ,18.63,0.054000,215.16,18.19,22.24
UW Tri      , 02 45 17.3  , +33 31 26   ,DN,SU, nan,0.053340,nan,nan,nan
GW Lib      , 15 19 55.5  , -25 00 25   ,DN,SU,16.49,0.053320,112.75,1.67,1.77
